AUTOCORR2D_60;0
AUTOCORR2D_61;0
AUTOCORR2D_62;0
AUTOCORR2D_63;0
AUTOCORR2D_64;0
AUTOCORR2D_65;0
AUTOCORR2D_66;0
AUTOCORR2D_67;0
AUTOCORR2D_68;0
AUTOCORR2D_69;0
AUTOCORR2D_7;0
AUTOCORR2D_70;0
AUTOCORR2D_71;0
AUTOCORR2D_72;0
AUTOCORR2D_73;0
AUTOCORR2D_74;0
AUTOCORR2D_75;0
AUTOCORR2D_76;0
AUTOCORR2D_77;0
AUTOCORR2D_78;0
AUTOCORR2D_79;0
AUTOCORR2D_8;0
AUTOCORR2D_80;0
AUTOCORR2D_81;0
AUTOCORR2D_82;0
AUTOCORR2D_83;0
AUTOCORR2D_84;0
AUTOCORR2D_85;0
AUTOCORR2D_86;0
AUTOCORR2D_87;0
AUTOCORR2D_88;0
AUTOCORR2D_89;0
AUTOCORR2D_9;0
AUTOCORR2D_90;0
AUTOCORR2D_91;0
AUTOCORR2D_92;0
AUTOCORR2D_93;0
AUTOCORR2D_94;0
AUTOCORR2D_95;0
AUTOCORR2D_96;0
AUTOCORR2D_97;0
AUTOCORR2D_98;0
AUTOCORR2D_99;0
BCUT2D_CHGHI;0
BCUT2D_CHGLO;0
BCUT2D_LOGPHI;0
BCUT2D_LOGPLOW;0
BCUT2D_MRHI;0
BCUT2D_MRLOW;0
BCUT2D_MWHI;0
BCUT2D_MWLOW;0
BalabanJ;1
BertzCT;1
Chem;0
Chi0;0
Chi0n;0
Chi0v;0
Chi1;0
Chi1n;0
Chi1v;0
Chi2n;0
Chi2v;0
Chi3n;0
Chi3v;0
Chi4n;0
Chi4v;0
EState_VSA1;0
EState_VSA10;0
EState_VSA11;0
EState_VSA2;0
EState_VSA3;0
EState_VSA4;0
EState_VSA5;0
EState_VSA6;0
EState_VSA7;0
EState_VSA8;0
EState_VSA9;0
ExactMolWt;1
FpDensityMorgan1;0
FpDensityMorgan2;0
FpDensityMorgan3;0
FractionCSP3;1
HallKierAlpha;0
HeavyAtomCount;0
HeavyAtomMolWt;0
Ipc;0
Kappa1;0
Kappa2;0
Kappa3;0
LabuteASA;1
MaxAbsEStateIndex;1
MaxAbsPartialCharge;1
MaxEStateIndex;1
MaxPartialCharge;1
MinAbsEStateIndex;1
MinAbsPartialCharge;1
MinEStateIndex;1
MinPartialCharge;1
MolLogP;1
MolMR;1
MolWt;1
NHOHCount;1
NOCount;1
NumAliphaticCarbocycles;1
NumAliphaticHeterocycles;1
NumAliphaticRings;1
NumAromaticCarbocycles;1
NumAromaticHeterocycles;1
NumAromaticRings;1
NumHAcceptors;1
NumHDonors;1
NumHeteroatoms;1
NumRadicalElectrons;1
NumRotatableBonds;1
NumSaturatedCarbocycles;1
NumSaturatedHeterocycles;1
NumSaturatedRings;1
NumValenceElectrons;1
PEOE_VSA1;0
PEOE_VSA10;0
PEOE_VSA11;0
PEOE_VSA12;0
PEOE_VSA13;0
PEOE_VSA14;0
PEOE_VSA2;0
PEOE_VSA3;0
PEOE_VSA4;0
PEOE_VSA5;0
PEOE_VSA6;0
PEOE_VSA7;0
PEOE_VSA8;0
PEOE_VSA9;0
PropertyFunctor;0
RingCount;1
SMR_VSA1;0
SMR_VSA10;0
SMR_VSA2;0
SMR_VSA3;0
SMR_VSA4;0
SMR_VSA5;0
SMR_VSA6;0
SMR_VSA7;0
SMR_VSA8;0
SMR_VSA9;0
SlogP_VSA1;0
SlogP_VSA10;0
SlogP_VSA11;0
SlogP_VSA12;0
SlogP_VSA2;0
SlogP_VSA3;0
SlogP_VSA4;0
SlogP_VSA5;0
SlogP_VSA6;0
SlogP_VSA7;0
SlogP_VSA8;0
SlogP_VSA9;0
TPSA;1
VSA_EState1;0
VSA_EState10;0
VSA_EState2;0
VSA_EState3;0
VSA_EState4;0
VSA_EState5;0
VSA_EState6;0
VSA_EState7;0
VSA_EState8;0
VSA_EState9;0
abc;0
autocorr;0
descList;0
fr_Al_COO;1
fr_Al_OH;1
fr_Al_OH_noTert;1
fr_ArN;1
fr_Ar_COO;1
fr_Ar_N;1
fr_Ar_NH;1
fr_Ar_OH;1
fr_COO;1
fr_COO2;1
fr_C_O;1
fr_C_O_noCOO;1
fr_C_S;1
fr_HOCCN;1
fr_Imine;1
fr_NH0;1
fr_NH1;1
fr_NH2;1
fr_N_O;1
fr_Ndealkylation1;1
fr_Ndealkylation2;1
fr_Nhpyrrole;1
fr_SH;1
fr_aldehyde;1
fr_alkyl_carbamate;1
fr_alkyl_halide;1
fr_allylic_oxid;1
fr_amide;1
fr_amidine;1
fr_aniline;1
fr_aryl_methyl;1
fr_azide;1
fr_azo;1
fr_barbitur;1
fr_benzene;1
fr_benzodiazepine;1
fr_bicyclic;1
fr_diazo;1
fr_dihydropyridine;1
fr_epoxide;1
fr_ester;1
fr_ether;1
fr_furan;1
fr_guanido;1
fr_halogen;1
fr_hdrzine;1
fr_hdrzone;1
fr_imidazole;1
fr_imide;1
fr_isocyan;1
fr_isothiocyan;1
fr_ketone;1
fr_ketone_Topliss;1
fr_lactam;1
fr_lactone;1
fr_methoxy;1
fr_morpholine;1
fr_nitrile;1
fr_nitro;1
fr_nitro_arom;1
fr_nitro_arom_nonortho;1
fr_nitroso;1
fr_oxazole;1
fr_oxime;1
fr_para_hydroxylation;1
fr_phenol;1
fr_phenol_noOrthoHbond;1
fr_phos_acid;1
fr_phos_ester;1
fr_piperdine;1
fr_piperzine;1
fr_priamide;1
fr_prisulfonamd;1
fr_pyridine;1
fr_quatN;1
fr_sulfide;1
fr_sulfonamd;1
fr_sulfone;1
fr_term_acetylene;1
fr_tetrazole;1
fr_thiazole;1
fr_thiocyan;1
fr_thiophene;1
fr_unbrch_alkane;1
fr_urea;1
names;0
qed;1
rdMolDescriptors;0
rdPartialCharges;0
setupAUTOCorrDescriptors;0
